Månad;Veckodag;Dag;Klockslag;Timme;Utetemp;Värmeprofil foretag aldre_flerbostadshus;Elprofil foretag aldre_flerbostadshus;Värmeprofil privat aldre_villa;Elprofil privat aldre_villa;Värmeprofil foretag ny_flerbostadshus;Elprofil foretag ny_flerbostadshus;Värmeprofil privat ny_villa;Elprofil privat ny_villa;Värmeprofil foretag ny_kontor;Elprofil foretag ny_kontor;Värmeprofil foretag aldre_kontor;Elprofil foretag aldre_kontor
1;1;1;0;1;1,200371611;0,000178076;0,000088;0,000208852;0,000162824;0,000187077;0,000096;0,000208538;0,000162824;0,000233261;0,0000304;0,0002333;0,0000304
1;1;1;1;2;1,300499127;0,000177335;0,000088;0,000201587;0,000137301;0,000189922;0,000096;0,000201283;0,000137301;0,000233893;0,0000368;0,0002339;0,0000368
1;1;1;2;3;1,40054905;0,00017649;0,000085;0,000201734;6,46707E-05;0,000192768;0,000089;0,000201431;6,46707E-05;0,000234525;0,0000355;0,0002345;0,0000355
1;1;1;3;4;1,500204073;0,000175272;0,000088;0,000208865;6,25627E-05;0,000194594;0,000082;0,00020855;6,25627E-05;0,000233873;0,0000374;0,0002339;0,0000374
1;1;1;4;5;1,500392078;0,000175256;0,000085;0,000193553;6,67767E-05;0,00019744;0,000082;0,000193262;6,67767E-05;0,000234505;0,0000375;0,0002345;0,0000375
1;1;1;5;6;1,600768172;0,000174392;0,000088;0,000164081;5,82546E-05;0,000199267;0,000096;0,000163834;5,82546E-05;0,000233853;0,0000371;0,0002339;0,0000371
1;1;1;6;7;1,700090479;0,00017379;0,000088;0,000211633;0,00015149;0,000202112;0,000124;0,000211315;0,00015149;0,000234485;0,0000379;0,0002345;0,0000379
1;1;1;7;8;2,200004667;0,000169227;0,000092;0,000184539;0,000103537;0,000206996;0,000117;0,000184261;0,000103537;0,000237685;0,0000357;0,0002377;0,0000357
1;1;1;8;9;2,800273183;0,000165517;0,000085;0,000170974;6,71987E-05;0,000213919;0,00011;0,000170716;6,71987E-05;0,000243452;0,000052;0,0002435;0,000052
1;1;1;9;10;3,500367888;0,000160745;0,000073;0,000161684;0,000115807;0,000219822;0,000103;0,00016144;0,000115807;0,000247936;0,0000493;0,0002479;0,0000493
1;1;1;10;11;3,900059531;0,000157604;0,000081;0,000150442;0,000201128;0,000211457;0,00011;0,000150215;0,000201128;0,000234445;0,0000501;0,0002344;0,0000501
1;1;1;11;12;5,000002053;0,000148261;0,000077;0,000138627;0,000158046;0,000204111;0,00011;0,000158192;0,000158046;0,000222238;0,0000493;0,0002222;0,0000493
1;1;1;12;13;6,000673591;0,000138712;0,000077;0,000123005;0,000143717;0,000198803;0,000117;0,000140365;0,000143717;0,000212599;0,0000489;0,0002126;0,0000489
1;1;1;13;14;6,600487751;0,000131595;0,000081;0,000127101;0,00018015;0,000202668;0,000124;0,00014504;0,00018015;0,000214515;0,000049;0,0002145;0,000049
1;1;1;14;15;6,70093137;0,000130618;0,000073;0,000121885;8,78029E-05;0,000217744;0,000137;0,000139087;8,78029E-05;0,000230553;0,0000502;0,0002306;0,0000502
1;1;1;15;16;6,900572806;0,000128542;0,000077;0,000113052;0,000125173;0,000243011;0,000158;0,000129008;0,000125173;0,000259431;0,0000537;0,0002594;0,0000537
1;1;1;16;17;6,700924541;0,000130514;0,000081;0,000119491;0,000159592;0,000259105;0,000158;0,000136355;0,000159592;0,000276754;0,0000564;0,0002768;0,0000564
1;1;1;17;18;6,900225472;0,000128587;0,000085;0,000108423;0,000276805;0,000272143;0,000158;0,000123725;0,000276805;0,000290224;0,0000556;0,0002902;0,0000556
1;1;1;18;19;6,900139899;0,000128648;0,000088;0,000107879;0,0001853;0,000279065;0,000179;0,000123104;0,0001853;0,000295992;0,0000543;0,000296;0,0000543
1;1;1;19;20;6,900938364;0,000128663;0,000085;9,46665E-05;0,000121707;0,000281911;0,000185;0,000108027;0,000121707;0,000296624;0,0000558;0,0002966;0,0000558
1;1;1;20;21;6,700340187;0,000130448;0,000085;0,000116817;0,000119835;0,000284756;0,000185;0,000133304;0,000119835;0,000297256;0,0000554;0,0002973;0,0000554
1;1;1;21;22;6,800424303;0,000129532;0,000085;0,000115727;0,000123299;0,000292698;0,000179;0,00013206;0,000123299;0,000304307;0,000054;0,0003043;0,000054
1;1;1;22;23;6,70011615;0,000130581;0,000085;0,000118416;0,000111031;0,000298601;0,000158;0,000135129;0,000111031;0,000308791;0,0000555;0,0003088;0,0000555
1;1;1;23;24;6,600861619;0,00013159;0,000085;0,000110574;0,000121755;0,000304504;0,00013;0,00012618;0,000121755;0,000313274;0,0000567;0,0003133;0,0000567
1;2;2;0;25;6,600521835;0,000131624;0,000088;0,000129406;6,90727E-05;0,000257398;0,00011;0,00014767;6,90727E-05;0,000325461;0,000055;0,0003255;0,000055
1;2;2;1;26;6,700190295;0,000130488;0,000081;0,000109376;6,60747E-05;0,000250053;0,000089;0,000124813;6,60747E-05;0,000313254;0,0000538;0,0003133;0,0000538
1;2;2;2;27;7,000739259;0,000127706;0,000081;0,000108813;6,61227E-05;0,000245764;0,000082;0,00012417;6,61227E-05;0,000304899;0,0000539;0,0003049;0,0000539
1;2;2;3;28;7,200844306;0,000126008;0,000081;5,65467E-05;5,58666E-05;0,000243514;0,000082;6,45275E-05;5,58666E-05;0,000299111;0,0000538;0,0002991;0,0000538
1;2;2;4;29;7,000772715;0,000127622;0,000085;0,000117626;7,19287E-05;0,000245341;0,000082;0,000134228;7,19287E-05;0,000298459;0,0000545;0,0002985;0,0000545
1;2;2;5;30;6,900801656;0,000128533;0,000081;0,000107497;8,05928E-05;0,000257359;0,000096;0,000122668;8,05928E-05;0,000310646;0,0000599;0,0003106;0,0000599
1;2;2;6;31;6,500711586;0,00013257;0,000081;9,76028E-05;0,000142312;0,000266319;0,000124;0,000111378;0,000142312;0,000318981;0,000142;0,000319;0,000142
1;2;2;7;32;6,200184542;0,000135883;0,000085;0,000114604;8,48529E-05;0,000271203;0,000117;0,000130779;8,48529E-05;0,000322181;0,0001625;0,0003222;0,0001625
1;2;2;8;33;6,300345664;0,000134652;0,000081;0,000111085;6,06426E-05;0,000268953;0,00011;0,000126763;6,06426E-05;0,000316394;0,0001669;0,0003164;0,0001669
1;2;2;9;34;6,300438372;0,000134745;0,000142;0,000101217;6,51387E-05;0,000257531;0,000103;0,000115503;6,51387E-05;0,000299051;0,000162;0,0002991;0,000162
1;2;2;10;35;6,200300265;0,00013586;0,000292;0,000129712;5,39926E-05;0,00023184;0,000103;0,000148019;5,39926E-05;0,000263734;0,0001603;0,0002637;0,0001603
1;2;2;11;36;6,200451658;0,000135876;0,000242;0,00011582;6,56067E-05;0,000215322;0,000103;0,000132166;6,56067E-05;0,000239972;0,0001606;0,00024;0,0001606
1;2;2;12;37;6,500778175;0,000132639;0,000215;8,8874E-05;6,31247E-05;0,000204918;0,00011;0,000101417;6,31247E-05;0,000223913;0,0001921;0,0002239;0,0001921
1;2;2;13;38;6,200553644;0,000135854;0,000173;0,000173256;5,23545E-05;0,000207764;0,000117;0,000197709;5,23545E-05;0,000224545;0,0001989;0,0002245;0,0001989
1;2;2;14;39;5,600333905;0,000142328;0,000062;0,000128501;6,96347E-05;0,000222839;0,00013;0,000146637;6,96347E-05;0,000240584;0,0001652;0,0002406;0,0001652
1;2;2;15;40;5,00042876;0,000148213;0,000077;0,000130677;5,81606E-05;0,000243011;0,000158;0,000149121;5,81606E-05;0,000263042;0,0001515;0,000263;0,0001515
1;2;2;16;41;4,900030428;0,000149249;0,000085;0,000157665;6,71987E-05;0,000260125;0,000158;0,000157428;6,71987E-05;0,000281648;0,0001413;0,0002816;0,0001413
1;2;2;17;42;5,100895444;0,000147154;0,000073;0,000112219;0,000321431;0,000267047;0,000158;0,000128057;0,000321431;0,000287416;0,0001325;0,0002874;0,0001325
1;2;2;18;43;5,200543086;0,000146279;0,000077;9,4796E-05;0,000157484;0,000268873;0,000172;0,000108175;0,000157484;0,000286764;0,0001369;0,0002868;0,0001369
1;2;2;19;44;4,600795003;0,000151428;0,000077;0,000123648;0,000143015;0,000238087;0,000185;0,000123462;0,000143015;0,000245028;0,000101;0,000245;0,000101
1;2;2;20;45;4,400013572;0,000153014;0,000158;0,000151419;0,00023316;0,000221569;0,000185;0,000151191;0,00023316;0,000221266;0,000094;0,0002213;0,000094
1;2;2;21;46;4,500572583;0,000152239;0,000096;0,000157215;0,000250065;0,000208108;0,000172;0,000156978;0,000250065;0,000201355;0,0000715;0,0002014;0,0000715
1;2;2;22;47;4,600021635;0,000151506;0,000135;0,000127676;0,000114215;0,000206877;0,000158;0,000127484;0,000114215;0,000196852;0,0000911;0,0001969;0,0000911
1;2;2;23;48;4,300078148;0,000153796;0,0001;0,000156205;0,000122971;0,00021278;0,00013;0,000155969;0,000122971;0,000201335;0,0000549;0,0002013;0,0000549
1;3;3;0;49;4,200235983;0,000154672;0,000165;0,000144396;9,1081E-05;0,000173827;0,00011;0,000144179;9,1081E-05;0,000223793;0,0000285;0,0002238;0,0000285
1;3;3;1;50;4,200626239;0,00015461;0,000169;0,000137585;5,84886E-05;0,000181769;0,000096;0,000137378;5,84886E-05;0,000230844;0,0000499;0,0002308;0,0000499
1;3;3;2;51;4,200848982;0,000154622;0,000154;0,000146781;7,26787E-05;0,000182576;0,000089;0,000146559;7,26787E-05;0,000228908;0,000055;0,0002289;0,000055
1;3;3;3;52;4,400662704;0,000153107;0,000138;0,00014942;5,14185E-05;0,000189499;0,000082;0,000149195;5,14185E-05;0,000234676;0,0000542;0,0002347;0,0000542
1;3;3;4;53;4,5002358;0,00015225;0,000131;0,000120868;6,93527E-05;0,000195402;0,000082;0,000120686;6,93527E-05;0,000239159;0,0000556;0,0002392;0,0000556
1;3;3;5;54;4,200937231;0,000154669;0,000085;0,000144386;7,74068E-05;0,000191113;0,000096;0,000144168;7,74068E-05;0,000230804;0,0000556;0,0002308;0,0000556
1;3;3;6;55;4,300361812;0,000153855;0,000073;0,000154678;0,000125687;0,000175614;0,000124;0,000154445;0,000125687;0,000208326;0,0001313;0,0002083;0,0001313
1;3;3;7;56;4,500765195;0,000152244;0,000077;0,000132268;7,73608E-05;0,000159096;0,000117;0,000132069;7,73608E-05;0,000184564;0,0001616;0,0001846;0,0001616
1;3;3;8;57;4,500120576;0,000152315;0,000077;0,000132453;6,05026E-05;0,000152769;0,00011;0,000132253;6,05026E-05;0,000173641;0,0001919;0,0001736;0,0001919
1;3;3;9;58;4,700556868;0,000150686;0,000127;0,000140727;6,05966E-05;0,000146442;0,000089;0,000140515;6,05966E-05;0,000162718;0,0001957;0,0001627;0,0001957
1;3;3;10;59;5,000455289;0,000148195;0,000304;0,00014392;5,74126E-05;0,000142154;0,000091;0,000164232;5,74126E-05;0,000154363;0,0001875;0,0001544;0,0001875
1;3;3;11;60;5,000696154;0,000148248;0,000254;0,000122669;7,60968E-05;0,000137866;0,00011;0,000139982;7,60968E-05;0,000146007;0,0002138;0,000146;0,0002138
1;3;3;12;61;4,80021268;0,000149991;0,000219;0,000134661;6,52787E-05;0,000144788;0,000118;0,000134458;6,52787E-05;0,000151775;0,0002252;0,0001518;0,0002252
1;3;3;13;62;4,000764914;0,000156579;0,000192;0,000165433;6,88847E-05;0,000154768;0,000095;0,000165184;6,88847E-05;0,000161394;0,0002148;0,0001614;0,0002148
1;3;3;14;63;3,600591114;0,000160145;0,000131;0,000143525;5,60066E-05;0,000168824;0,000096;0,000143309;5,60066E-05;0,000176149;0,0002042;0,0001761;0,0002042
1;3;3;15;64;2,700140485;0,000166168;0,000335;0,000191898;6,12046E-05;0,000184919;0,000158;0,000191609;6,12046E-05;0,000193471;0,0002037;0,0001935;0,0002037
1;3;3;16;65;2,00075012;0,000171269;0,000673;0,00018476;0,000123439;0,000195918;0,000158;0,000184482;0,000123439;0,000204374;0,0002117;0,0002044;0,0002117
1;3;3;17;66;2,500767139;0,000167294;0,000973;0,000192339;0,000288933;0,000206917;0,000158;0,000192049;0,000288933;0,000215277;0,0001114;0,0002153;0,0001114
1;3;3;18;67;5,000928497;0,000148241;0,000385;0,000121404;0,000187596;0,000211801;0,000179;0,000138539;0,000187596;0,000218477;0,0000937;0,0002185;0,0000937
1;3;3;19;68;6,000639848;0,000138718;0,000346;0,000122462;0,000152802;0,000215665;0,000185;0,000139746;0,000152802;0,000220393;0,0000658;0,0002204;0,0000658
1;3;3;20;69;6,300477837;0,000134598;0,000219;0,000118367;0,000162918;0,000224626;0,000185;0,000135073;0,000162918;0,000228728;0,0000617;0,0002287;0,0000617
1;3;3;21;70;6,300060671;0,000134697;0,000108;0,00012105;0,000122691;0,00022951;0,000179;0,000138135;0,000122691;0,000231928;0,0000795;0,0002319;0,0000795
1;3;3;22;71;6,200773517;0,000135915;0,000069;0,000117257;0,000113887;0,000236432;0,000158;0,000133807;0,000113887;0,000237695;0,0000722;0,0002377;0,0000722
1;3;3;23;72;5,600994662;0,000142301;0,000069;0,00014566;0,000123675;0,00024845;0,00013;0,000166218;0,000123675;0,000249882;0,0000552;0,0002499;0,0000552
1;4;4;0;73;5,900816547;0,000139775;0,000073;0,000118931;9,1081E-05;0,000221728;0,00011;0,000135716;9,1081E-05;0,000287747;0,0000545;0,0002877;0,0000545
1;4;4;1;74;6,000456719;0,000138687;0,000069;0,000122836;5,84886E-05;0,000230689;0,000089;0,000140172;5,84886E-05;0,000296082;0,0000545;0,0002961;0,0000545
1;4;4;2;75;5,600612964;0,000142249;0,000065;0,000127277;7,26787E-05;0,000241687;0,000082;0,000145241;7,26787E-05;0,000306985;0,000053;0,000307;0,000053
1;4;4;3;76;6,700681546;0,000130689;0,000073;0,000103384;7,05247E-05;0,000251667;0,000082;0,000117976;7,05247E-05;0,000316604;0,0000533;0,0003166;0,0000533
1;4;4;4;77;6,800030956;0,000129391;0,000065;0,000103113;6,93527E-05;0,000255532;0,000082;0,000117666;6,93527E-05;0,00031852;0,0000543;0,0003185;0,0000543
1;4;4;5;78;6,90059447;0,000128644;0,000073;0,000104384;8,35889E-05;0,000247167;0,000096;0,000119116;8,35889E-05;0,000305029;0,0000557;0,000305;0,0000557
1;4;4;6;79;6,700784406;0,000130658;0,000073;9,73988E-05;0,000151726;0,000243898;0,000117;0,000111145;0,000151726;0,000297958;0,0001034;0,000298;0,0001034
1;4;4;7;80;6,500978837;0,000132585;0,000069;7,61792E-05;0,000106395;0,000245724;0,000117;8,69309E-05;0,000106395;0,000297306;0,0001511;0,0002973;0,0001511
1;4;4;8;81;6,500808809;0,000132547;0,000077;0,000111173;6,75727E-05;0,000252647;0,00011;0,000126864;6,75727E-05;0,000303073;0,0001713;0,0003031;0,0001713
1;4;4;9;82;6,60082156;0,00013159;0,000062;0,000109807;5,81606E-05;0,000251416;0,000096;0,000125304;5,81606E-05;0,00029857;0,0001793;0,0002986;0,0001793
1;4;4;10;83;6,600513751;0,000131584;0,000062;0,000130157;5,80666E-05;0,000245089;0,000128;0,000148527;5,80666E-05;0,000287647;0,0001834;0,0002876;0,0001834
1;4;4;11;84;6,400281245;0,000133675;0,000062;0,000107663;6,13447E-05;0,000239781;0,000135;0,000122858;6,13447E-05;0,000278008;0,000176;0,000278;0,000176
1;4;4;12;85;6,300963666;0,000134587;0,000065;0,000114161;6,20007E-05;0,000232435;0,000103;0,000130273;6,20007E-05;0,000265801;0,0001722;0,0002658;0,0001722
1;4;4;13;86;5,90011873;0,000139753;0,000062;0,000119943;5,76466E-05;0,000240377;0,000124;0,000136872;5,76466E-05;0,000272852;0,0001323;0,0002729;0,0001323
1;4;4;14;87;5,70063682;0,000141336;0,000058;8,95995E-05;5,84426E-05;0,000248318;0,00013;0,000102245;5,84426E-05;0,000279903;0,0001427;0,0002799;0,0001427
1;4;4;15;88;5,600917261;0,000142331;0,000065;0,000144232;6,76207E-05;0,000260336;0,000158;0,000164589;6,76207E-05;0,00029209;0,0001396;0,0002921;0,0001396
1;4;4;16;89;5,500959727;0,000143793;0,000073;0,000129263;9,75431E-05;0,000275412;0,000158;0,000147506;9,75431E-05;0,000308129;0,0001381;0,0003081;0,0001381
1;4;4;17;90;5,20052371;0,000146328;0,000077;0,000119452;0,000479009;0,000283353;0,000158;0,000136311;0,000479009;0,00031518;0,0000941;0,0003152;0,0000941
1;4;4;18;91;5,000227004;0,000148209;0,000073;0,000132307;0,000180244;0,000294352;0,000172;0,00015098;0,000180244;0,000326083;0,0000973;0,0003261;0,0000973
1;4;4;19;92;5,300417131;0,000145256;0,000069;0,000138564;0,000152334;0,000296179;0,000185;0,000158121;0,000152334;0,000325431;0,000095;0,0003254;0,000095
1;4;4;20;93;4,900457475;0,000149267;0,000077;0,000139517;0,000131167;0,00030412;0,000185;0,000139307;0,000131167;0,000332483;0,0000983;0,0003325;0,0000983
1;4;4;21;94;4,700956909;0,000150651;0,000073;0,000133472;0,000127467;0,000311043;0,000172;0,000133271;0,000127467;0,00033825;0,000058;0,0003383;0,000058
1;4;4;22;95;4,600876579;0,000151453;0,000073;0,000139135;0,000128591;0,000316946;0,000158;0,000138925;0,000128591;0,000342734;0,0000824;0,0003427;0,0000824
1;4;4;23;96;4,100526062;0,000155841;0,000073;0,000127347;0,000136551;0,00032183;0,00013;0,000127155;0,000136551;0,000345934;0,0000854;0,0003459;0,0000854
1;5;5;0;97;3,800424795;0,000158667;0,000073;0,000185315;0,000123721;0,000282877;0,00011;0,000185035;0,000123721;0,000368391;0,0000564;0,0003684;0,0000564
1;5;5;1;98;4,300162127;0,000153836;0,000073;0,000153839;8,83649E-05;0,000288781;0,000096;0,000153607;8,83649E-05;0,000372875;0,0000552;0,0003729;0,0000552
1;5;5;2;99;4,4002116;0,00015311;0,000069;0,000155248;6,11586E-05;0,000296722;0,000089;0,000155014;6,11586E-05;0,000379926;0,0000538;0,0003799;0,0000538
1;5;5;3;100;4,400481661;0,000153016;0,000073;0,000152836;7,81568E-05;0,000301606;0,000082;0,000152605;7,81568E-05;0,000383126;0,0000543;0,0003831;0,0000543
1;5;5;4;101;4,300513768;0,000153775;0,000073;0,000165754;5,53506E-05;0,000307509;0,000082;0,000165504;5,53506E-05;0,00038761;0,000054;0,0003876;0,000054
1;5;5;5;102;4,400928104;0,000152974;0,000073;0,000156532;7,84848E-05;0,000306278;0,000089;0,000156297;7,84848E-05;0,000383106;0,0000549;0,0003831;0,0000549
1;5;5;6;103;4,200002383;0,000154633;0,000073;0,000158453;5,91446E-05;0,000312181;0,00011;0,000158214;5,91446E-05;0,00038759;0,0001095;0,0003876;0,0001095
1;5;5;7;104;3,800114322;0,000158588;0,000112;0,000152241;7,87649E-05;0,000315027;0,000096;0,000152011;7,87649E-05;0,000388222;0,0001478;0,0003882;0,0001478
1;5;5;8;105;3,100936688;0,000163213;0,000123;0,000160844;0,000169192;0,000313796;0,000103;0,000160602;0,000169192;0,000383718;0,0001677;0,0003837;0,0001677
1;5;5;9;106;2,800324985;0,000165516;0,000265;0,000172606;0,000166616;0,00030645;0,00011;0,000172346;0,000166616;0,000371511;0,0001778;0,0003715;0,0001778
1;5;5;10;107;2,700117248;0,0001662;0,000273;0,00023209;0,000135287;0,000288913;0,000117;0,00023174;0,000135287;0,000346465;0,0002035;0,0003465;0,0002035
1;5;5;11;108;3,000454754;0,000164075;0,000223;0,000165739;0,000382308;0,000271375;0,000124;0,000165489;0,000382308;0,000321419;0,0001699;0,0003214;0,0001699
1;5;5;12;109;3,000999123;0,000164114;0,000204;0,000172786;0,000297783;0,000259953;0,00013;0,000172525;0,000297783;0,000304077;0,0001618;0,0003041;0,0001618
1;5;5;13;110;3,100424108;0,000163183;0,000162;0,000162853;7,96549E-05;0,000258722;0,000144;0,000162608;7,96549E-05;0,000299573;0,000161;0,0002996;0,000161
1;5;5;14;111;3,100541684;0,000163184;0,000181;0,000162821;0,000374722;0,000269721;0,000158;0,000162576;0,000374722;0,000310476;0,0001369;0,0003105;0,0001369
1;5;5;15;112;2,900750039;0,00016477;0,000196;8,8743E-05;0,000376362;0,000287854;0,000179;8,86093E-05;0,000376362;0,000330366;0,0001376;0,0003304;0,0001376
1;5;5;16;113;2,800675201;0,000165485;0,000108;0,000156153;0,000174016;0,000292738;0,000179;0,000155918;0,000174016;0,000333566;0,0001406;0,0003336;0,0001406
1;5;5;17;114;2,600361022;0,000166842;0,000077;0,000197148;9,4125E-05;0,000293545;0,000172;0,000196851;9,4125E-05;0,00033163;0,0000956;0,0003316;0,0000956
1;5;5;18;115;1,200488553;0,000178126;0,000073;0,000212484;0,000111031;0,00029741;0,000185;0,000212164;0,000111031;0,000333546;0,0000858;0,0003335;0,0000858
1;5;5;19;116;0,600128604;0,000183816;0,000077;0,000223968;0,000127607;0,000296179;0,000192;0,000223631;0,000127607;0,000329043;0,0000776;0,000329;0,0000776
1;5;5;20;117;0,000891944;0,000189184;0,000077;0,000229248;0,000142265;0,000299025;0,000185;0,000228903;0,000142265;0,000329674;0,0000781;0,0003297;0,0000781
1;5;5;21;118;-0,399575949;0,000192995;0,000073;0,000212081;0,000130043;0,00030187;0,000172;0,00018151;0,000130043;0,000330306;0,0000595;0,0003303;0,0000595
1;5;5;22;119;-0,499689389;0,000193576;0,000073;0,000227064;0,000380248;0,000274141;0,000158;0,000194333;0,000380248;0,000292422;0,0000546;0,0002924;0,0000546
1;5;5;23;120;-0,599884856;0,000194471;0,000081;0,000202791;0,000496289;0,000254565;0,00013;0,000173559;0,000496289;0,000264808;0,0000564;0,0002648;0,0000564
1;6;6;0;121;-0,399260171;0,000193002;0,000073;0,000236166;7,25847E-05;0,000192172;0,00011;0,000202123;7,25847E-05;0,000257736;0,0000557;0,0002577;0,0000557
1;6;6;1;122;-0,199675894;0,000191096;0,000073;0,000234306;6,26567E-05;0,000172597;0,000103;0,000200531;6,26567E-05;0,000230122;0,0000531;0,0002301;0,0000531
1;6;6;2;123;0,000837182;0,000189123;0,000077;0,000229776;6,26567E-05;0,000180538;0,000089;0,00022943;6,26567E-05;0,000237174;0,000054;0,0002372;0,000054
1;6;6;3;124;-0,799208914;0,000195775;0,000073;0,000240248;6,17667E-05;0,000197652;0,000082;0,000205617;6,17667E-05;0,00025578;0,000054;0,0002558;0,000054
1;6;6;4;125;-1,199905679;0,000199126;0,000073;0,000250317;6,27967E-05;0,000194383;0,000082;0,000214235;6,27967E-05;0,000248709;0,0000549;0,0002487;0,0000549
1;6;6;5;126;-1,899182734;0,000203317;0,000073;0,000251569;6,26567E-05;0,000190094;0,000089;0,000215306;6,26567E-05;0,000240353;0,000054;0,0002404;0,000054
1;6;6;6;127;-2,399919883;0,00020812;0,000077;0,000273638;6,19546E-05;0,000172557;0,00011;0,000234194;6,19546E-05;0,000215308;0,000055;0,0002153;0,000055
1;6;6;7;128;-2,699790896;0,000210835;0,000073;0,000292508;6,31247E-05;0,000165211;0,000103;0,000250344;6,31247E-05;0,000203101;0,0000661;0,0002031;0,0000661
1;6;6;8;129;-2,399193804;0,000207971;0,000073;0,000303215;0,000152568;0,00016398;0,000103;0,000259508;0,000152568;0,000198597;0,0000629;0,0001986;0,0000629
1;6;6;9;130;-2,199580786;0,000206333;0,000065;0,000264521;0,000224402;0,000159691;0,00011;0,000226391;0,000224402;0,000190242;0,0000616;0,0001902;0,0000616
1;6;6;10;131;-1,199649074;0,00019903;0,000065;0,000245518;0,000202628;0,000155403;0,000124;0,000210127;0,000202628;0,000181886;0,000063;0,0001819;0,000063
1;6;6;11;132;0,700328143;0,000182732;0,000062;0,000218112;0,000215598;0,000155191;0,000137;0,000217784;0,000215598;0,000178667;0,0000607;0,0001787;0,0000607
1;6;6;12;133;1,500809647;0,000175179;0,000065;0,000210468;0,000136879;0,000152941;0,000144;0,000210151;0,000136879;0,000172879;0,0000628;0,0001729;0,0000628
1;6;6;13;134;1,100728641;0,000178846;0,000065;0,000204086;8,91149E-05;0,000152729;0,000158;0,000203778;8,91149E-05;0,000169659;0,0000665;0,0001697;0,0000665
1;6;6;14;135;-0,69992056;0,000195052;0,000181;0,000221876;0,000109579;0,000155575;0,000165;0,000189893;0,000109579;0,000170291;0,0000615;0,0001703;0,0000615
1;6;6;15;136;-2,399038257;0,000208068;0,000261;0,000273715;8,67729E-05;0,000158421;0,000185;0,000234259;8,67729E-05;0,000170923;0,0000642;0,0001709;0,0000642
1;6;6;16;137;-3,299984225;0,000215636;0,001077;0,000296774;0,000101805;0,000161266;0,000185;0,000253995;0,000101805;0,000171555;0,0000634;0,0001716;0,0000634
1;6;6;17;138;-2,999236841;0,000213102;0,000331;0,000318595;0,000135755;0,000165131;0,000179;0,00027267;0,000135755;0,000173471;0,0000562;0,0001735;0,0000562
1;6;6;18;139;-1,199928964;0,000199001;0,000162;0,000264098;0,000212368;0,000167977;0,000192;0,000226029;0,000212368;0,000174103;0,0000537;0,0001741;0,0000537
1;6;6;19;140;-0,299297125;0,000192168;0,000162;0,000263265;0,000158;0,00017388;0,000199;0,000225316;0,000158;0,000178587;0,0000539;0,0001786;0,0000539
1;6;6;20;141;0,500316061;0,000184984;0,000165;0,000218838;0,000178418;0,000172649;0,000192;0,000218508;0,000178418;0,000174083;0,000055;0,0001741;0,000055
1;6;6;21;142;1,600323997;0,000174387;0,000162;0,000192167;0,000159404;0,000172437;0,000179;0,000191878;0,000159404;0,000170863;0,000054;0,0001709;0,000054
1;6;6;22;143;2,600050962;0,00016681;0,000096;0,000262047;0,000121567;0,000171206;0,000165;0,000261652;0,000121567;0,00016636;0,0000538;0,0001664;0,0000538
1;6;6;23;144;4,000509757;0,000156621;0,000073;0,00014953;0,000146574;0,000186282;0,000137;0,000149305;0,000146574;0,000182398;0,000055;0,0001824;0,000055
1;7;7;0;145;4,100222277;0,000155862;0,000073;0,000162302;9,04269E-05;0,000156502;0,000117;0,000162058;9,04269E-05;0,000216411;0,0000538;0,0002164;0,0000538
1;7;7;1;146;4,300818327;0,000153797;0,000073;0,00014572;5,62886E-05;0,000163424;0,000089;0,0001455;5,62886E-05;0,000222178;0,0000543;0,0002222;0,0000543
1;7;7;2;147;4,200341754;0,000154625;0,000073;0,000148776;6,84627E-05;0,000165251;0,000082;0,000148552;6,84627E-05;0,000221526;0,000053;0,0002215;0,000053
1;7;7;3;148;4,100045641;0,000155847;0,000069;0,000128943;5,83026E-05;0,000167077;0,000082;0,000128749;5,83026E-05;0,000220874;0,0000533;0,0002209;0,0000533
1;7;7;4;149;3,400754827;0,000161317;0,000073;0,000240066;6,34527E-05;0,000176038;0,000082;0,000239705;6,34527E-05;0,00022921;0,000055;0,0002292;0,000055
1;7;7;5;150;3,200873003;0,00016247;0,000073;0,000162533;0,000105083;0,000188056;0,000096;0,000162288;0,000105083;0,000241397;0,0000556;0,0002414;0,0000556
1;7;7;6;151;3,000000317;0,000164079;0,000069;0,000174946;0,000132525;0,000199055;0,000124;0,000174682;0,000132525;0,0002523;0,0000539;0,0002523;0,0000539
1;7;7;7;152;2,700092598;0,00016619;0,000073;0,000169483;9,7451E-05;0,000206996;0,000117;0,000169227;9,7451E-05;0,000259351;0,0000567;0,0002594;0,0000567
1;7;7;8;153;2,900819394;0,000164754;0,000077;0,000157932;6,61687E-05;0,000210861;0,00011;0,000157694;6,61687E-05;0,000261267;0,0000532;0,0002613;0,0000532
1;7;7;9;154;3,100729965;0,000163219;0,000062;0,000158639;5,45086E-05;0,00020963;0,000096;0,0001584;5,45086E-05;0,000256763;0,0000496;0,0002568;0,0000496
1;7;7;10;155;3,500481293;0,000160726;0,000062;0,000155228;6,63567E-05;0,000204323;0,000082;0,000154994;6,63567E-05;0,000247124;0,0000496;0,0002471;0,0000496
1;7;7;11;156;5,200065897;0,00014629;0,000062;0,000100338;5,89106E-05;0,000197996;0,000089;0,000114499;5,89106E-05;0,000236201;0,0000537;0,0002362;0,0000537
